Votes,Score,English_Name,Favourites_count,Popularity_ranking
220557,8,Shingeki no Kyojin Season 3 Part 2,,27
70391,7,Shingeki no Kyojin Season 3 Part 2,,27
18487,6,Shingeki no Kyojin Season 3 Part 2,,27
6636,5,Shingeki no Kyojin Season 3 Part 2,,27
2589,4,Shingeki no Kyojin Season 3 Part 2,,27
1306,3,Shingeki no Kyojin Season 3 Part 2,,27
942,2,Shingeki no Kyojin Season 3 Part 2,,27
11264,1,Shingeki no Kyojin Season 3 Part 2,,27
155410,10,Ansatsu Kyoushitsu,,35
248911,9,Ansatsu Kyoushitsu,,35
361891,8,Ansatsu Kyoushitsu,,35
209722,7,Ansatsu Kyoushitsu,,35
65005,6,Ansatsu Kyoushitsu,,35
25040,5,Ansatsu Kyoushitsu,,35
9039,4,Ansatsu Kyoushitsu,,35
3309,3,Ansatsu Kyoushitsu,,35
1581,2,Ansatsu Kyoushitsu,,35
1686,1,Ansatsu Kyoushitsu,,35
204144,10,Mob Psycho 100,42174,33
375675,9,Mob Psycho 100,42174,33
371357,8,Mob Psycho 100,42174,33
132350,7,Mob Psycho 100,42174,33
30288,6,Mob Psycho 100,42174,33
10256,5,Mob Psycho 100,42174,33
3661,4,Mob Psycho 100,42174,33
1374,3,Mob Psycho 100,42174,33
787,2,Mob Psycho 100,42174,33
1505,1,Mob Psycho 100,42174,33
176790,10,Kono Subarashii Sekai ni Shukufuku wo!,,39
288244,9,Kono Subarashii Sekai ni Shukufuku wo!,,39
382854,8,Kono Subarashii Sekai ni Shukufuku wo!,,39
202040,7,Kono Subarashii Sekai ni Shukufuku wo!,,39
64993,6,Kono Subarashii Sekai ni Shukufuku wo!,,39
25084,5,Kono Subarashii Sekai ni Shukufuku wo!,,39
10662,4,Kono Subarashii Sekai ni Shukufuku wo!,,39
4273,3,Kono Subarashii Sekai ni Shukufuku wo!,,39
2457,2,Kono Subarashii Sekai ni Shukufuku wo!,,39
2872,1,Kono Subarashii Sekai ni Shukufuku wo!,,39
238198,10,Haikyuu!!,,37
320962,9,Haikyuu!!,,37
337880,8,Haikyuu!!,,37
149691,7,Haikyuu!!,,37
39602,6,Haikyuu!!,,37
16212,5,Haikyuu!!,,37
5062,4,Haikyuu!!,,37
2099,3,Haikyuu!!,,37
1233,2,Haikyuu!!,,37
2726,1,Haikyuu!!,,37
321965,10,Jujutsu Kaisen,2040466,21
475817,9,Jujutsu Kaisen,2040466,21
363951,8,Jujutsu Kaisen,2040466,21
122410,7,Jujutsu Kaisen,2040466,21
29610,6,Jujutsu Kaisen,2040466,21
10878,5,Jujutsu Kaisen,2040466,21
3457,4,Jujutsu Kaisen,2040466,21
1417,3,Jujutsu Kaisen,2040466,21
764,2,Jujutsu Kaisen,2040466,21
2571,1,Jujutsu Kaisen,2040466,21
240693,10,Yakusoku no Neverland,,38
391902,9,Yakusoku no Neverland,,38
347415,8,Yakusoku no Neverland,,38
129456,7,Yakusoku no Neverland,,38
33919,6,Yakusoku no Neverland,,38
11910,5,Yakusoku no Neverland,,38
4804,4,Yakusoku no Neverland,,38
1743,3,Yakusoku no Neverland,,38
931,2,Yakusoku no Neverland,,38
1815,1,Yakusoku no Neverland,,38
163452,10,Bleach,,40
185183,9,Bleach,,40
258414,8,Bleach,,40
223968,7,Bleach,,40
99744,6,Bleach,,40
49816,5,Bleach,,40
20031,4,Bleach,,40
7887,3,Bleach,,40
3659,2,Bleach,,40
3744,1,Bleach,,40
178336,10,Kiseijuu: Sei no Kakuritsu,,42
318833,9,Kiseijuu: Sei no Kakuritsu,,42
335314,8,Kiseijuu: Sei no Kakuritsu,,42
156401,7,Kiseijuu: Sei no Kakuritsu,,42
43948,6,Kiseijuu: Sei no Kakuritsu,,42
15387,5,Kiseijuu: Sei no Kakuritsu,,42
5481,4,Kiseijuu: Sei no Kakuritsu,,42
1808,3,Kiseijuu: Sei no Kakuritsu,,42
932,2,Kiseijuu: Sei no Kakuritsu,,42
1218,1,Kiseijuu: Sei no Kakuritsu,,42
151983,10,Fairy Tail,,48
151029,9,Fairy Tail,,48
203367,8,Fairy Tail,,48
198135,7,Fairy Tail,,48
111222,6,Fairy Tail,,48
68873,5,Fairy Tail,,48
35927,4,Fairy Tail,,48
17328,3,Fairy Tail,,48
9751,2,Fairy Tail,,48
8915,1,Fairy Tail,,48
421936,10,Sen to Chihiro no Kamikakushi,,44
342251,9,Sen to Chihiro no Kamikakushi,,44
255683,8,Sen to Chihiro no Kamikakushi,,44
109978,7,Sen to Chihiro no Kamikakushi,,44
32345,6,Sen to Chihiro no Kamikakushi,,44
11310,5,Sen to Chihiro no Kamikakushi,,44
3642,4,Sen to Chihiro no Kamikakushi,,44
1328,3,Sen to Chihiro no Kamikakushi,,44
755,2,Sen to Chihiro no Kamikakushi,,44
1604,1,Sen to Chihiro no Kamikakushi,,44
303055,10,Cowboy Bebop,,43
246875,9,Cowboy Bebop,,43
183876,8,Cowboy Bebop,,43
87204,7,Cowboy Bebop,,43
28792,6,Cowboy Bebop,,43
12209,5,Cowboy Bebop,,43
4445,4,Cowboy Bebop,,43
1798,3,Cowboy Bebop,,43
950,2,Cowboy Bebop,,43
2057,1,Cowboy Bebop,,43
125757,10,Tokyo Ghoul √A,10191,45
149057,9,Tokyo Ghoul √A,10191,45
219954,8,Tokyo Ghoul √A,10191,45
247717,7,Tokyo Ghoul √A,10191,45
157772,6,Tokyo Ghoul √A,10191,45
90961,5,Tokyo Ghoul √A,10191,45
65571,4,Tokyo Ghoul √A,10191,45
32144,3,Tokyo Ghoul √A,10191,45
18502,2,Tokyo Ghoul √A,10191,45
14095,1,Tokyo Ghoul √A,10191,45
456411,10,Code Geass: Hangyaku no Lelouch R2,,47
318787,9,Code Geass: Hangyaku no Lelouch R2,,47
191033,8,Code Geass: Hangyaku no Lelouch R2,,47
83174,7,Code Geass: Hangyaku no Lelouch R2,,47
28912,6,Code Geass: Hangyaku no Lelouch R2,,47
12268,5,Code Geass: Hangyaku no Lelouch R2,,47
6613,4,Code Geass: Hangyaku no Lelouch R2,,47
3130,3,Code Geass: Hangyaku no Lelouch R2,,47
1666,2,Code Geass: Hangyaku no Lelouch R2,,47
3211,1,Code Geass: Hangyaku no Lelouch R2,,47
127849,10,Kill la Kill,36016,50
208479,9,Kill la Kill,36016,50
264307,8,Kill la Kill,36016,50
169215,7,Kill la Kill,36016,50
66159,6,Kill la Kill,36016,50
28618,5,Kill la Kill,36016,50
14156,4,Kill la Kill,36016,50
5492,3,Kill la Kill,36016,50
3209,2,Kill la Kill,36016,50
3188,1,Kill la Kill,36016,50
136721,10,Death Parade,,49
240978,9,Death Parade,,49
298116,8,Death Parade,,49
166452,7,Death Parade,,49
54149,6,Death Parade,,49
19840,5,Death Parade,,49
6825,4,Death Parade,,49
2201,3,Death Parade,,49
1004,2,Death Parade,,49
1140,1,Death Parade,,49
270471,10,Neon Genesis Evangelion,95778,46
240650,9,Neon Genesis Evangelion,95778,46
224903,8,Neon Genesis Evangelion,95778,46
130505,7,Neon Genesis Evangelion,95778,46
53054,6,Neon Genesis Evangelion,95778,46
24114,5,Neon Genesis Evangelion,95778,46
13418,4,Neon Genesis Evangelion,95778,46
6183,3,Neon Genesis Evangelion,95778,46
4506,2,Neon Genesis Evangelion,95778,46
5548,1,Neon Genesis Evangelion,95778,46
93682,10,Another,,52
150359,9,Another,,52
248214,8,Another,,52
231133,7,Another,,52
110347,6,Another,,52
49815,5,Another,,52
24475,4,Another,,52
10916,3,Another,,52
5419,2,Another,,52
3546,1,Another,,52
89582,10,Soul Eater,,59
154655,9,Soul Eater,,59
240552,8,Soul Eater,,59
190343,7,Soul Eater,,59
72030,6,Soul Eater,,59
30283,5,Soul Eater,,59
10689,4,Soul Eater,,59
3603,3,Soul Eater,,59
1742,2,Soul Eater,,59
1783,1,Soul Eater,,59
137929,10,Shokugeki no Souma,,55
235371,9,Shokugeki no Souma,,55
309182,8,Shokugeki no Souma,,55
171823,7,Shokugeki no Souma,,55
51139,6,Shokugeki no Souma,,55
18999,5,Shokugeki no Souma,,55
7108,4,Shokugeki no Souma,,55
2832,3,Shokugeki no Souma,,55
1624,2,Shokugeki no Souma,,55
2245,1,Shokugeki no Souma,,55
123817,10,Psycho-Pass,,58
220148,9,Psycho-Pass,,58
223280,8,Psycho-Pass,,58
108039,7,Psycho-Pass,,58
34859,6,Psycho-Pass,,58
14716,5,Psycho-Pass,,58
5442,4,Psycho-Pass,,58
1909,3,Psycho-Pass,,58
860,2,Psycho-Pass,,58
1381,1,Psycho-Pass,,58
261803,10,Tengen Toppa Gurren Lagann,,62
234577,9,Tengen Toppa Gurren Lagann,,62
184374,8,Tengen Toppa Gurren Lagann,,62
95276,7,Tengen Toppa Gurren Lagann,,62
35262,6,Tengen Toppa Gurren Lagann,,62
16932,5,Tengen Toppa Gurren Lagann,,62
7152,4,Tengen Toppa Gurren Lagann,,62
2969,3,Tengen Toppa Gurren Lagann,,62
1704,2,Tengen Toppa Gurren Lagann,,62
2539,1,Tengen Toppa Gurren Lagann,,62
209332,10,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
254464,9,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
241400,8,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
131137,7,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
50060,6,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
21284,5,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
9780,4,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
4100,3,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
2062,2,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
2540,1,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,60
276884,10,Violet Evergarden,,51
247382,9,Violet Evergarden,,51
190275,8,Violet Evergarden,,51
88060,7,Violet Evergarden,,51
34258,6,Violet Evergarden,,51
15456,5,Violet Evergarden,,51
6679,4,Violet Evergarden,,51
2498,3,Violet Evergarden,,51
1228,2,Violet Evergarden,,51
2072,1,Violet Evergarden,,51
428357,10,Shingeki no Kyojin: The Final Season,,41
352436,9,Shingeki no Kyojin: The Final Season,,41
206898,8,Shingeki no Kyojin: The Final Season,,41
81008,7,Shingeki no Kyojin: The Final Season,,41
26838,6,Shingeki no Kyojin: The Final Season,,41
10294,5,Shingeki no Kyojin: The Final Season,,41
5499,4,Shingeki no Kyojin: The Final Season,,41
2390,3,Shingeki no Kyojin: The Final Season,,41
1874,2,Shingeki no Kyojin: The Final Season,,41
16671,1,Shingeki no Kyojin: The Final Season,,41
111783,10,Elfen Lied,23034,69
140557,9,Elfen Lied,23034,69
198695,8,Elfen Lied,23034,69
183591,7,Elfen Lied,23034,69
94561,6,Elfen Lied,23034,69
45392,5,Elfen Lied,23034,69
26955,4,Elfen Lied,23034,69
13641,3,Elfen Lied,23034,69
8914,2,Elfen Lied,23034,69
6797,1,Elfen Lied,23034,69
127636,10,Boku no Hero Academia 4th Season,,54
210420,9,Boku no Hero Academia 4th Season,,54
301778,8,Boku no Hero Academia 4th Season,,54
196299,7,Boku no Hero Academia 4th Season,,54
73483,6,Boku no Hero Academia 4th Season,,54
29876,5,Boku no Hero Academia 4th Season,,54
11485,4,Boku no Hero Academia 4th Season,,54
4247,3,Boku no Hero Academia 4th Season,,54
2017,2,Boku no Hero Academia 4th Season,,54
2744,1,Boku no Hero Academia 4th Season,,54
186251,10,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
274251,9,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
283542,8,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
145277,7,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
52231,6,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
23794,5,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
10823,4,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
4616,3,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
2574,2,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
2998,1,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,53
123155,10,Charlotte,,65
167119,9,Charlotte,,65
251925,8,Charlotte,,65
201820,7,Charlotte,,65
87250,6,Charlotte,,65
38244,5,Charlotte,,65
18073,4,Charlotte,,65
8430,3,Charlotte,,65
3568,2,Charlotte,,65
2452,1,Charlotte,,65
141614,10,Fullmetal Alchemist,25016,74
202318,9,Fullmetal Alchemist,25016,74
251727,8,Fullmetal Alchemist,25016,74
164246,7,Fullmetal Alchemist,25016,74
55483,6,Fullmetal Alchemist,25016,74
20198,5,Fullmetal Alchemist,25016,74
7419,4,Fullmetal Alchemist,25016,74
2297,3,Fullmetal Alchemist,25016,74
1246,2,Fullmetal Alchemist,25016,74
2024,1,Fullmetal Alchemist,25016,74
147529,10,Dr. Stone,25348,56
256425,9,Dr. Stone,25348,56
310302,8,Dr. Stone,25348,56
145547,7,Dr. Stone,25348,56
39877,6,Dr. Stone,25348,56
15360,5,Dr. Stone,25348,56
6127,4,Dr. Stone,25348,56
2297,3,Dr. Stone,25348,56
1181,2,Dr. Stone,25348,56
1372,1,Dr. Stone,25348,56
118574,10,Darling in the FranXX,,63
123551,9,Darling in the FranXX,,63
190630,8,Darling in the FranXX,,63
210126,7,Darling in the FranXX,,63
126387,6,Darling in the FranXX,,63
66578,5,Darling in the FranXX,,63
42493,4,Darling in the FranXX,,63
21263,3,Darling in the FranXX,,63
12512,2,Darling in the FranXX,,63
13406,1,Darling in the FranXX,,63
80048,10,One Punch Man 2nd Season,,61
127445,9,One Punch Man 2nd Season,,61
245519,8,One Punch Man 2nd Season,,61
258867,7,One Punch Man 2nd Season,,61
113021,6,One Punch Man 2nd Season,,61
41273,5,One Punch Man 2nd Season,,61
19266,4,One Punch Man 2nd Season,,61
6426,3,One Punch Man 2nd Season,,61
2436,2,One Punch Man 2nd Season,,61
2346,1,One Punch Man 2nd Season,,61
78584,10,Highschool of the Dead,9599,73
101639,9,Highschool of the Dead,9599,73
187281,8,Highschool of the Dead,9599,73
234250,7,Highschool of the Dead,9599,73
139284,6,Highschool of the Dead,9599,73
71193,5,Highschool of the Dead,9599,73
37292,4,Highschool of the Dead,9599,73
17999,3,Highschool of the Dead,9599,73
10835,2,Highschool of the Dead,9599,73
7348,1,Highschool of the Dead,9599,73
137560,10,Fate/Zero,,72
229916,9,Fate/Zero,,72
251454,8,Fate/Zero,,72
124266,7,Fate/Zero,,72
37558,6,Fate/Zero,,72
