Votes,Score,English_Name,Favourites_count,Popularity_ranking
713528,10,Death Note,3359811,2
707901,9,Death Note,3359811,2
551690,8,Death Note,3359811,2
262056,7,Death Note,3359811,2
87333,6,Death Note,3359811,2
35576,5,Death Note,3359811,2
13186,4,Death Note,3359811,2
4710,3,Death Note,3359811,2
2828,2,Death Note,3359811,2
4690,1,Death Note,3359811,2
655139,10,Shingeki no Kyojin,,1
695615,9,Shingeki no Kyojin,,1
621528,8,Shingeki no Kyojin,,1
285706,7,Shingeki no Kyojin,,1
87246,6,Shingeki no Kyojin,,1
37098,5,Shingeki no Kyojin,,1
14014,4,Shingeki no Kyojin,,1
5560,3,Shingeki no Kyojin,,1
3298,2,Shingeki no Kyojin,,1
7470,1,Shingeki no Kyojin,,1
883697,10,Fullmetal Alchemist: Brotherhood,199312,3
507591,9,Fullmetal Alchemist: Brotherhood,199312,3
257590,8,Fullmetal Alchemist: Brotherhood,199312,3
91636,7,Fullmetal Alchemist: Brotherhood,199312,3
26882,6,Fullmetal Alchemist: Brotherhood,199312,3
12481,5,Fullmetal Alchemist: Brotherhood,199312,3
4507,4,Fullmetal Alchemist: Brotherhood,199312,3
2131,3,Fullmetal Alchemist: Brotherhood,199312,3
2617,2,Fullmetal Alchemist: Brotherhood,199312,3
25122,1,Fullmetal Alchemist: Brotherhood,199312,3
278648,10,Sword Art Online,63495,5
277202,9,Sword Art Online,63495,5
375051,8,Sword Art Online,63495,5
385659,7,Sword Art Online,63495,5
240786,6,Sword Art Online,63495,5
156929,5,Sword Art Online,63495,5
100932,4,Sword Art Online,63495,5
53878,3,Sword Art Online,63495,5
30426,2,Sword Art Online,63495,5
28081,1,Sword Art Online,63495,5
436452,10,One Punch Man,2755895,4
597119,9,One Punch Man,2755895,4
554017,8,One Punch Man,2755895,4
240292,7,One Punch Man,2755895,4
64881,6,One Punch Man,2755895,4
23962,5,One Punch Man,2755895,4
7495,4,One Punch Man,2755895,4
2961,3,One Punch Man,2755895,4
1814,2,One Punch Man,2755895,4
3277,1,One Punch Man,2755895,4
234465,10,Boku no Hero Academia,,6
387028,9,Boku no Hero Academia,,6
564558,8,Boku no Hero Academia,,6
393994,7,Boku no Hero Academia,,6
130369,6,Boku no Hero Academia,,6
51255,5,Boku no Hero Academia,,6
15379,4,Boku no Hero Academia,,6
6198,3,Boku no Hero Academia,,6
3218,2,Boku no Hero Academia,,6
5642,1,Boku no Hero Academia,,6
240481,10,Tokyo Ghoul,2456583,7
319371,9,Tokyo Ghoul,2456583,7
460854,8,Tokyo Ghoul,2456583,7
349987,7,Tokyo Ghoul,2456583,7
147551,6,Tokyo Ghoul,2456583,7
66537,5,Tokyo Ghoul,2456583,7
31591,4,Tokyo Ghoul,2456583,7
13015,3,Tokyo Ghoul,2456583,7
6562,2,Tokyo Ghoul,2456583,7
6128,1,Tokyo Ghoul,2456583,7
305784,10,Naruto,68693,8
321974,9,Naruto,68693,8
468363,8,Naruto,68693,8
377172,7,Naruto,68693,8
138860,6,Naruto,68693,8
58009,5,Naruto,68693,8
