Votes,Score,English_Name,Favourites_count,Popularity_ranking
187470,9,Mirai Nikki (TV),,26
259380,8,Mirai Nikki (TV),,26
227534,7,Mirai Nikki (TV),,26
121472,6,Mirai Nikki (TV),,26
61391,5,Mirai Nikki (TV),,26
39554,4,Mirai Nikki (TV),,26
20019,3,Mirai Nikki (TV),,26
11621,2,Mirai Nikki (TV),,26
9185,1,Mirai Nikki (TV),,26
311220,10,Shingeki no Kyojin Season 3,,25
391217,9,Shingeki no Kyojin Season 3,,25
328702,8,Shingeki no Kyojin Season 3,,25
119930,7,Shingeki no Kyojin Season 3,,25
30285,6,Shingeki no Kyojin Season 3,,25
9567,5,Shingeki no Kyojin Season 3,,25
3817,4,Shingeki no Kyojin Season 3,,25
1468,3,Shingeki no Kyojin Season 3,,25
731,2,Shingeki no Kyojin Season 3,,25
2469,1,Shingeki no Kyojin Season 3,,25
406785,10,One Piece,147798,28
211424,9,One Piece,147798,28
172867,8,One Piece,147798,28
101710,7,One Piece,147798,28
41579,6,One Piece,147798,28
22201,5,One Piece,147798,28
9466,4,One Piece,147798,28
4364,3,One Piece,147798,28
3125,2,One Piece,147798,28
8266,1,One Piece,147798,28
136712,10,Nanatsu no Taizai,,29
221526,9,Nanatsu no Taizai,,29
335836,8,Nanatsu no Taizai,,29
252480,7,Nanatsu no Taizai,,29
100898,6,Nanatsu no Taizai,,29
47180,5,Nanatsu no Taizai,,29
22970,4,Nanatsu no Taizai,,29
10973,3,Nanatsu no Taizai,,29
5927,2,Nanatsu no Taizai,,29
6422,1,Nanatsu no Taizai,,29
125974,10,Akame ga Kill!,,27
184323,9,Akame ga Kill!,,27
281864,8,Akame ga Kill!,,27
250582,7,Akame ga Kill!,,27
125223,6,Akame ga Kill!,,27
63349,5,Akame ga Kill!,,27
37451,4,Akame ga Kill!,,27
16162,3,Akame ga Kill!,,27
8069,2,Akame ga Kill!,,27
5433,1,Akame ga Kill!,,27
234246,10,Boku dake ga Inai Machi,,30
322398,9,Boku dake ga Inai Machi,,30
308569,8,Boku dake ga Inai Machi,,30
162758,7,Boku dake ga Inai Machi,,30
56873,6,Boku dake ga Inai Machi,,30
21023,5,Boku dake ga Inai Machi,,30
10028,4,Boku dake ga Inai Machi,,30
4300,3,Boku dake ga Inai Machi,,30
1841,2,Boku dake ga Inai Machi,,30
2232,1,Boku dake ga Inai Machi,,30
95467,10,Sword Art Online II,,31
116956,9,Sword Art Online II,,31
200920,8,Sword Art Online II,,31
266315,7,Sword Art Online II,,31
188583,6,Sword Art Online II,,31
119579,5,Sword Art Online II,,31
77243,4,Sword Art Online II,,31
41683,3,Sword Art Online II,,31
25534,2,Sword Art Online II,,31
19524,1,Sword Art Online II,,31
88676,10,Ao no Exorcist,,32
150832,9,Ao no Exorcist,,32
284742,8,Ao no Exorcist,,32
287988,7,Ao no Exorcist,,32
121527,6,Ao no Exorcist,,32
49948,5,Ao no Exorcist,,32
16593,4,Ao no Exorcist,,32
5548,3,Ao no Exorcist,,32
2248,2,Ao no Exorcist,,32
1780,1,Ao no Exorcist,,32
512799,10,Shingeki no Kyojin Season 3 Part 2,,33
375892,9,Shingeki no Kyojin Season 3 Part 2,,33
180071,8,Shingeki no Kyojin Season 3 Part 2,,33
55807,7,Shingeki no Kyojin Season 3 Part 2,,33
14370,6,Shingeki no Kyojin Season 3 Part 2,,33
5111,5,Shingeki no Kyojin Season 3 Part 2,,33
1972,4,Shingeki no Kyojin Season 3 Part 2,,33
992,3,Shingeki no Kyojin Season 3 Part 2,,33
723,2,Shingeki no Kyojin Season 3 Part 2,,33
7552,1,Shingeki no Kyojin Season 3 Part 2,,33
138224,10,Ansatsu Kyoushitsu,,34
223972,9,Ansatsu Kyoushitsu,,34
321777,8,Ansatsu Kyoushitsu,,34
183773,7,Ansatsu Kyoushitsu,,34
56513,6,Ansatsu Kyoushitsu,,34
21797,5,Ansatsu Kyoushitsu,,34
7888,4,Ansatsu Kyoushitsu,,34
2839,3,Ansatsu Kyoushitsu,,34
1353,2,Ansatsu Kyoushitsu,,34
1463,1,Ansatsu Kyoushitsu,,34
174871,10,Mob Psycho 100,,35
329540,9,Mob Psycho 100,,35
322951,8,Mob Psycho 100,,35
115738,7,Mob Psycho 100,,35
26657,6,Mob Psycho 100,,35
9092,5,Mob Psycho 100,,35
3229,4,Mob Psycho 100,,35
1211,3,Mob Psycho 100,,35
666,2,Mob Psycho 100,,35
1329,1,Mob Psycho 100,,35
159504,10,Kono Subarashii Sekai ni Shukufuku wo!,,36
264206,9,Kono Subarashii Sekai ni Shukufuku wo!,,36
346360,8,Kono Subarashii Sekai ni Shukufuku wo!,,36
180757,7,Kono Subarashii Sekai ni Shukufuku wo!,,36
57656,6,Kono Subarashii Sekai ni Shukufuku wo!,,36
21884,5,Kono Subarashii Sekai ni Shukufuku wo!,,36
9060,4,Kono Subarashii Sekai ni Shukufuku wo!,,36
3636,3,Kono Subarashii Sekai ni Shukufuku wo!,,36
2049,2,Kono Subarashii Sekai ni Shukufuku wo!,,36
2347,1,Kono Subarashii Sekai ni Shukufuku wo!,,36
212156,10,Haikyuu!!,,38
288623,9,Haikyuu!!,,38
298615,8,Haikyuu!!,,38
130892,7,Haikyuu!!,,38
34205,6,Haikyuu!!,,38
13714,5,Haikyuu!!,,38
4232,4,Haikyuu!!,,38
1694,3,Haikyuu!!,,38
1051,2,Haikyuu!!,,38
2246,1,Haikyuu!!,,38
256453,10,Jujutsu Kaisen (TV),60119,37
373116,9,Jujutsu Kaisen (TV),60119,37
267434,8,Jujutsu Kaisen (TV),60119,37
85128,7,Jujutsu Kaisen (TV),60119,37
20162,6,Jujutsu Kaisen (TV),60119,37
7366,5,Jujutsu Kaisen (TV),60119,37
2375,4,Jujutsu Kaisen (TV),60119,37
936,3,Jujutsu Kaisen (TV),60119,37
550,2,Jujutsu Kaisen (TV),60119,37
1913,1,Jujutsu Kaisen (TV),60119,37
218770,10,Yakusoku no Neverland,,39
351590,9,Yakusoku no Neverland,,39
300604,8,Yakusoku no Neverland,,39
107911,7,Yakusoku no Neverland,,39
27375,6,Yakusoku no Neverland,,39
9395,5,Yakusoku no Neverland,,39
3720,4,Yakusoku no Neverland,,39
1381,3,Yakusoku no Neverland,,39
684,2,Yakusoku no Neverland,,39
1528,1,Yakusoku no Neverland,,39
137724,10,Bleach,,40
160640,9,Bleach,,40
228326,8,Bleach,,40
204734,7,Bleach,,40
93672,6,Bleach,,40
47412,5,Bleach,,40
19065,4,Bleach,,40
7585,3,Bleach,,40
3465,2,Bleach,,40
3379,1,Bleach,,40
163365,10,Kiseijuu: Sei no Kakuritsu,,41
292088,9,Kiseijuu: Sei no Kakuritsu,,41
301034,8,Kiseijuu: Sei no Kakuritsu,,41
139495,7,Kiseijuu: Sei no Kakuritsu,,41
39069,6,Kiseijuu: Sei no Kakuritsu,,41
13592,5,Kiseijuu: Sei no Kakuritsu,,41
4812,4,Kiseijuu: Sei no Kakuritsu,,41
1605,3,Kiseijuu: Sei no Kakuritsu,,41
780,2,Kiseijuu: Sei no Kakuritsu,,41
1094,1,Kiseijuu: Sei no Kakuritsu,,41
144833,10,Fairy Tail,,42
144433,9,Fairy Tail,,42
190918,8,Fairy Tail,,42
183843,7,Fairy Tail,,42
103285,6,Fairy Tail,,42
64191,5,Fairy Tail,,42
33668,4,Fairy Tail,,42
16298,3,Fairy Tail,,42
9111,2,Fairy Tail,,42
8349,1,Fairy Tail,,42
385275,10,Sen to Chihiro no Kamikakushi,,44
310332,9,Sen to Chihiro no Kamikakushi,,44
229098,8,Sen to Chihiro no Kamikakushi,,44
97502,7,Sen to Chihiro no Kamikakushi,,44
28709,6,Sen to Chihiro no Kamikakushi,,44
9980,5,Sen to Chihiro no Kamikakushi,,44
3172,4,Sen to Chihiro no Kamikakushi,,44
1122,3,Sen to Chihiro no Kamikakushi,,44
644,2,Sen to Chihiro no Kamikakushi,,44
1439,1,Sen to Chihiro no Kamikakushi,,44
273131,10,Cowboy Bebop,,43
219989,9,Cowboy Bebop,,43
161883,8,Cowboy Bebop,,43
76276,7,Cowboy Bebop,,43
25091,6,Cowboy Bebop,,43
10704,5,Cowboy Bebop,,43
3861,4,Cowboy Bebop,,43
1613,3,Cowboy Bebop,,43
849,2,Cowboy Bebop,,43
1825,1,Cowboy Bebop,,43
117127,10,Tokyo Ghoul √A,9663,45
138718,9,Tokyo Ghoul √A,9663,45
203099,8,Tokyo Ghoul √A,9663,45
225560,7,Tokyo Ghoul √A,9663,45
143976,6,Tokyo Ghoul √A,9663,45
83581,5,Tokyo Ghoul √A,9663,45
60356,4,Tokyo Ghoul √A,9663,45
29424,3,Tokyo Ghoul √A,9663,45
17034,2,Tokyo Ghoul √A,9663,45
12770,1,Tokyo Ghoul √A,9663,45
419982,10,Code Geass: Hangyaku no Lelouch R2,,46
292488,9,Code Geass: Hangyaku no Lelouch R2,,46
174852,8,Code Geass: Hangyaku no Lelouch R2,,46
76206,7,Code Geass: Hangyaku no Lelouch R2,,46
26478,6,Code Geass: Hangyaku no Lelouch R2,,46
11318,5,Code Geass: Hangyaku no Lelouch R2,,46
6141,4,Code Geass: Hangyaku no Lelouch R2,,46
2883,3,Code Geass: Hangyaku no Lelouch R2,,46
1515,2,Code Geass: Hangyaku no Lelouch R2,,46
2676,1,Code Geass: Hangyaku no Lelouch R2,,46
120448,10,Kill la Kill,,47
196323,9,Kill la Kill,,47
244864,8,Kill la Kill,,47
155583,7,Kill la Kill,,47
60656,6,Kill la Kill,,47
26116,5,Kill la Kill,,47
12913,4,Kill la Kill,,47
5038,3,Kill la Kill,,47
2942,2,Kill la Kill,,47
2961,1,Kill la Kill,,47
126394,10,Death Parade,,48
222778,9,Death Parade,,48
270457,8,Death Parade,,48
149587,7,Death Parade,,48
48634,6,Death Parade,,48
17757,5,Death Parade,,48
6120,4,Death Parade,,48
1930,3,Death Parade,,48
897,2,Death Parade,,48
1034,1,Death Parade,,48
238057,10,Neon Genesis Evangelion,,49
213430,9,Neon Genesis Evangelion,,49
198511,8,Neon Genesis Evangelion,,49
115968,7,Neon Genesis Evangelion,,49
47084,6,Neon Genesis Evangelion,,49
21506,5,Neon Genesis Evangelion,,49
12006,4,Neon Genesis Evangelion,,49
5580,3,Neon Genesis Evangelion,,49
4081,2,Neon Genesis Evangelion,,49
4729,1,Neon Genesis Evangelion,,49
87650,10,Another,,50
141955,9,Another,,50
231099,8,Another,,50
211997,7,Another,,50
100743,6,Another,,50
45434,5,Another,,50
22243,4,Another,,50
10054,3,Another,,50
4942,2,Another,,50
3197,1,Another,,50
83877,10,Soul Eater,,51
146688,9,Soul Eater,,51
225383,8,Soul Eater,,51
177632,7,Soul Eater,,51
67671,6,Soul Eater,,51
28388,5,Soul Eater,,51
10114,4,Soul Eater,,51
3397,3,Soul Eater,,51
1631,2,Soul Eater,,51
1635,1,Soul Eater,,51
130043,10,Shokugeki no Souma,,53
222657,9,Shokugeki no Souma,,53
282872,8,Shokugeki no Souma,,53
153789,7,Shokugeki no Souma,,53
45126,6,Shokugeki no Souma,,53
16684,5,Shokugeki no Souma,,53
6124,4,Shokugeki no Souma,,53
2445,3,Shokugeki no Souma,,53
1420,2,Shokugeki no Souma,,53
1957,1,Shokugeki no Souma,,53
116933,10,Psycho-Pass,,52
207575,9,Psycho-Pass,,52
207612,8,Psycho-Pass,,52
99628,7,Psycho-Pass,,52
32109,6,Psycho-Pass,,52
13470,5,Psycho-Pass,,52
4978,4,Psycho-Pass,,52
1758,3,Psycho-Pass,,52
806,2,Psycho-Pass,,52
1233,1,Psycho-Pass,,52
245570,10,Tengen Toppa Gurren Lagann,,55
219685,9,Tengen Toppa Gurren Lagann,,55
171299,8,Tengen Toppa Gurren Lagann,,55
88418,7,Tengen Toppa Gurren Lagann,,55
32630,6,Tengen Toppa Gurren Lagann,,55
15617,5,Tengen Toppa Gurren Lagann,,55
6602,4,Tengen Toppa Gurren Lagann,,55
2745,3,Tengen Toppa Gurren Lagann,,55
1563,2,Tengen Toppa Gurren Lagann,,55
2336,1,Tengen Toppa Gurren Lagann,,55
198930,10,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
239156,9,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
221185,8,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
118305,7,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
44780,6,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
19102,5,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
8697,4,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
3625,3,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
1817,2,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
2278,1,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,54
237913,10,Violet Evergarden,,56
214774,9,Violet Evergarden,,56
165577,8,Violet Evergarden,,56
76783,7,Violet Evergarden,,56
30090,6,Violet Evergarden,,56
13582,5,Violet Evergarden,,56
5919,4,Violet Evergarden,,56
2192,3,Violet Evergarden,,56
1060,2,Violet Evergarden,,56
1837,1,Violet Evergarden,,56
366343,10,Shingeki no Kyojin: The Final Season,,57
279236,9,Shingeki no Kyojin: The Final Season,,57
151222,8,Shingeki no Kyojin: The Final Season,,57
57576,7,Shingeki no Kyojin: The Final Season,,57
19036,6,Shingeki no Kyojin: The Final Season,,57
7377,5,Shingeki no Kyojin: The Final Season,,57
3881,4,Shingeki no Kyojin: The Final Season,,57
1736,3,Shingeki no Kyojin: The Final Season,,57
1436,2,Shingeki no Kyojin: The Final Season,,57
14234,1,Shingeki no Kyojin: The Final Season,,57
107625,10,Elfen Lied,21896,59
135636,9,Elfen Lied,21896,59
189258,8,Elfen Lied,21896,59
172414,7,Elfen Lied,21896,59
88011,6,Elfen Lied,21896,59
42178,5,Elfen Lied,21896,59
24889,4,Elfen Lied,21896,59
12670,3,Elfen Lied,21896,59
8288,2,Elfen Lied,21896,59
6246,1,Elfen Lied,21896,59
114866,10,Boku no Hero Academia 4th Season,,58
189701,9,Boku no Hero Academia 4th Season,,58
262282,8,Boku no Hero Academia 4th Season,,58
163329,7,Boku no Hero Academia 4th Season,,58
59639,6,Boku no Hero Academia 4th Season,,58
23637,5,Boku no Hero Academia 4th Season,,58
9126,4,Boku no Hero Academia 4th Season,,58
3332,3,Boku no Hero Academia 4th Season,,58
1536,2,Boku no Hero Academia 4th Season,,58
2198,1,Boku no Hero Academia 4th Season,,58
163422,10,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
242921,9,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
243900,8,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
121112,7,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
42641,6,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
18925,5,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
8402,4,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
3632,3,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
1971,2,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
2350,1,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,,60
112557,10,Charlotte,,62
152711,9,Charlotte,,62
227359,8,Charlotte,,62
180661,7,Charlotte,,62
78212,6,Charlotte,,62
34439,5,Charlotte,,62
16497,4,Charlotte,,62
7692,3,Charlotte,,62
3217,2,Charlotte,,62
2199,1,Charlotte,,62
135071,10,Fullmetal Alchemist,24002,64
193758,9,Fullmetal Alchemist,24002,64
238363,8,Fullmetal Alchemist,24002,64
154681,7,Fullmetal Alchemist,24002,64
52046,6,Fullmetal Alchemist,24002,64
19033,5,Fullmetal Alchemist,24002,64
6894,4,Fullmetal Alchemist,24002,64
2092,3,Fullmetal Alchemist,24002,64
1145,2,Fullmetal Alchemist,24002,64
1487,1,Fullmetal Alchemist,24002,64
128051,10,Dr. Stone,,61
225001,9,Dr. Stone,,61
267175,8,Dr. Stone,,61
124384,7,Dr. Stone,,61
33697,6,Dr. Stone,,61
13008,5,Dr. Stone,,61
5250,4,Dr. Stone,,61
1950,3,Dr. Stone,,61
1023,2,Dr. Stone,,61
1192,1,Dr. Stone,,61
105865,10,Darling in the FranXX,,63
111734,9,Darling in the FranXX,,63
170902,8,Darling in the FranXX,,63
185309,7,Darling in the FranXX,,63
110026,6,Darling in the FranXX,,63
56950,5,Darling in the FranXX,,63
36384,4,Darling in the FranXX,,63
17911,3,Darling in the FranXX,,63
10411,2,Darling in the FranXX,,63
10839,1,Darling in the FranXX,,63
64913,10,One Punch Man 2nd Season,,65
105375,9,One Punch Man 2nd Season,,65
205084,8,One Punch Man 2nd Season,,65
221144,7,One Punch Man 2nd Season,,65
99129,6,One Punch Man 2nd Season,,65
36898,5,One Punch Man 2nd Season,,65
17300,4,One Punch Man 2nd Season,,65
5720,3,One Punch Man 2nd Season,,65
2211,2,One Punch Man 2nd Season,,65
2084,1,One Punch Man 2nd Season,,65
73642,10,Highschool of the Dead,,67
96830,9,Highschool of the Dead,,67
175939,8,Highschool of the Dead,,67
216999,7,Highschool of the Dead,,67
128193,6,Highschool of the Dead,,67
65629,5,Highschool of the Dead,,67
34161,4,Highschool of the Dead,,67
16595,3,Highschool of the Dead,,67
9949,2,Highschool of the Dead,,67
6706,1,Highschool of the Dead,,67
129255,10,Fate/Zero,,68
215157,9,Fate/Zero,,68
228993,8,Fate/Zero,,68
112040,7,Fate/Zero,,68
33836,6,Fate/Zero,,68
12653,5,Fate/Zero,,68
4673,4,Fate/Zero,,68
1693,3,Fate/Zero,,68
887,2,Fate/Zero,,68
1583,1,Fate/Zero,,68
68881,10,Hataraku Maou-sama!,,69
149139,9,Hataraku Maou-sama!,,69
274893,8,Hataraku Maou-sama!,,69
205513,7,Hataraku Maou-sama!,,69
